,Filename,Date,Entity name,Order type,Text
this Order, at its sole discretion, upon 10 days notice to Lehman Brothers Inc and
16
without opportunity for administrative hearing.
17
4. This Order is not intended by the Alaska administrator of securities to subject any
Covered Person to any disqualifications under the laws of any state, District of
18
Columbia, or Puerto Rico (collectively, ""State"") including without limitation, any
disqualifications from relying upon the registration exemptions or safe harbor
19
provisions. ""Covered Person"" means Lehman Brothers Inc., or any of its officers,
directors, affiliates, current or former employees, or other persons that would
20
other wise be disqualified as a result of the Orders (as defined below).
21
5. The SEC Final Judgment, the NYSE Stipulation and Consent, the NASD Letter of
Acceptance, Waiver and Consent, this Order and the order of any other State in
22
related proceedings against Lehman Brothers Inc. (collectively, the ""Orders) shall
not disqualify any Covered Person from any business that they otherwise are
23
qualified, licensed or permitted to perform under applicable law of Alaska and
any disqualifications from relying upon this state's registration exemptions or safe
24
harbor provisions that arise from the Orders are hereby waived.
25
6. For any person or entity not a party to this Order, this Order does not limit or create
any private rights or remedies against Lehman Brothers Inc. including, without
1
limitation, the use of any e-mails or other documents of Lehman Brothers Inc. or of
others regarding research practices, or limit or create liability of Lehman Brothers
2
Inc. or limit or create defenses of Lehman Brothers Inc. to any claims.
3
7. Nothing herein shall preclude the State of Alaska, its departments, agencies,
boards, commissions, authorities, political subdivisions and corporations, other than
4
the division and only to the extent set forth in paragraph 1 above, (collectively,
""State Entities"") and the officers, agents or employees of State Entities from
5
asserting any claims, causes of action, or applications for compensatory, nominal
and/or punitive damages, administrative, civil, criminal, or injunctive relief against
6
Lehman Brothers Inc. in connection with certain research and/or banking practices
at Lehman Brothers Inc.
7
As a result of the Findings of Fact and Conclusions of Law contained in this
8
Order, Lehman Brothers Inc. shall pay a total amount of $80,000,000. This total amount
shall be paid as specified in the SEC Final Judgment as follows:
9
$25,000,000 to the states (50 states, plus the District of Columbia and Puerto
10
Rico) (Lehman Brothers Inc.'s offer to the state securities regulators hereinafter
11
shall be called the ""state settlement offer""). Upon execution of this Order,
Lehman Brothers Inc. shall pay the sum of $250,000 of this amount to the State
12
of Alaska as a civil monetary penalty pursuant to the agreement of the parties, to
be deposited in the state general fund. The total amount to be paid by Lehman
13
Brothers Inc. to state securities regulators pursuant to the state settlement offer
may be reduced due to the decision of any state securities regulator not to
14
accept the state settlement offer. In the event another state securities regulator
determines not to accept Lehman Brothers Inc.'s state settlement offer, the total
15
amount of the Alaska payment shall not be affected, and shall remain at
$250,000;
16
$25,000,000 as disgorgement of commissions, fees and other monies as
17
specified in the SEC Final Judgment;
18
$25,000,000, to be used for the procurement of independent research, as
described in the SEC Final Judgment;
19
$5,000,000, to be used for investor education, as described in Addendum A,
20
incorporated by reference herein.
21
Lehman Brothers Inc. agrees that it shall not seek or accept, directly or indirectly,
22
reimbursement or indemnification, including, but not limited to payment made
pursuant to any insurance policy, with regard to all penalty amounts that Lehman
23
Brothers Inc. shall pay pursuant to this Order or Section Il of the SEC Final
Judgment, regardless of whether such penalty amounts or any part thereof are
24
added to the Distribution Fund Account referred to in the SEC Final Judgment or
otherwise used for the benefit of investors. Lehman Brothers Inc. further agrees
25
that it shall not claim, assert, or apply for a tax deduction or tax credit with regard
to any state, federal or local tax for any penalty amounts that Lehman Brothers
1
Inc. shall pay pursuant to this Order or Section Il of the SEC Final Judgment,
regardless of whether such penalty amounts or any part thereof are added to the
2
Distribution Fund Account referred to in the SEC Final Judgment or otherwise
used for the benefit of investors. Lehman Brothers Inc. understands and
3
acknowledges that these provisions are not intended to imply that Alaska would
agree that any other amounts Lehman Brothers Inc. shall pay pursuant to the
4
SEC Final Judgment may be reimbursed or indemnified (whether pursuant to an
insurance policy or otherwise) under applicable law or may be the basis for any
5
tax deduction or tax credit with regard to any state, federal or local tax.
6
7
WHERFFORE, the following signatures are affixed hereto this
20
day of
8
Augyst,
) 2003.
AGREED AND CONSENTED to on dates indicated:
9
10
Lehman Brothers Inc.
Division of Banking, Securities & Corporations
11
12
By: /s/ Joseph Polizzotto
BY: /s/ Mark R. Davis
Joseph Polizzotto
Mark R. Davis
13
Managing Director and
Administrator of Securities
General Counsel
14
15
16
17
18
19
20
21
22
23
24
25
"
26,04-10-S, 08/01/03, Robert Beans, Consent Agreement with Robert Beans,"1
STATE OF ALASKA
DEPARTMENT OF COMMUNITY AND ECONOMIC DEVELOPMENT
2
DIVISION OF BANKING, SECURITIES, AND CORPORATIONS
P.O. BOX 110807
3
JUNEAU, ALASKA 99811-0807
4
In the Matter of:
ALASKA ORDER #04-(1 S
Robert Beans, Sr.
105
5
Respondent
6
CONSENT AGREEMENT WITH ROBERT BEANS
7
I. ALLEGATIONS OF FACT
8
1. The Division of Banking, Securities, and Corporations (the division), is responsible
9
for administering the Alaska Securities Act (the Act) at AS 45.55 and regulations adopted
10
under the Act at 3 AAC 08.
11
2. Robert Beans (Beans) is a shareholder of Calista Corporation (Calista) which is
12
organized under the Alaska Native Claims Settlement Act (ANCSA) and is subject to the
13
requirements of AS 45.55.139 and pertinent regulations due to its having more than 500
14
shareholders and assets exceeding $1,000,000. Beans' mailing address is Post Office Box
15
2426, Bethel, AK 99559.
16
3.
Beans ran in 2003 as an independent candidate for the board of directors of
17
Calista. The statute at AS 45.55.139 requires proxy solicitation materials to be filed with us
18
concurrent with distribution to shareholders. His April 9, 2003 proxy statement was filed
19
with us on April 14, 2003.
20
4. Beans also took out ads in the Delta Discovery newspaper to promote his
21
campaign. We can find no record of these ads, published on April 30, 2003 and May 7,
22
2003, being filed with our division.
23
5. Calista filed a May 22, 2003 complaint alleging that Beans made materially false
24-
and misleading statements in violation of 3 AAC 08.315 in these ads and failed to file them
25
ALASKA ORDER #04-01 S
Page 1
1
with us in violation of AS 45.55.139. A letter was sent to Calista on July 14, 2003 informing
2
it that we did not find that Beans violated 3 AAC 08.315.
3
II. FINDINGS
4
6.
AS 45.55.139 mandates that a copy of all "" materials relating to proxy
5
solicitations be filed with the administrator concurrently with its distribution to
6
shareholders. Beans and Calista do not dispute that the advertisements supporting
7
Beans' proxy campaign were not filed with us.
8
7. The division concludes that Beans violated the Act by not filing a copy of the ads
9
he placed with the Delta Discovery.
10
III. CONSENT AGREEMENT
11
8.
The division finds it in the public interest to settle this matter in an expeditious
12
manner and avoid the costs of a hearing. It hereby enters into this consent agreement
13
under the terms and conditions stated in this agreement.
14
9. Robert Beans, Sr. desires to settle this matter in an expeditious manner and avoid
15
the costs of a hearing. He enters into this consent agreement under the terms and
16
conditions stated in this consent agreement.
17
10. Beans accepts and acknowledges the facts stated in this consent agreement.
18
11. Beans neither admits nor denies the allegation that he violated AS 45.55.139 but
19
enters into this consent agreement in the interest of economy of time and resources.
20
12. Under AS 45.55.920(a)(1)(A), Beans agrees to cease and desist from the
21
activities described in this consent agreement that the Division asserts are violations of the
22
Alaska Securities Act and regulations. He also agrees to cease and desist from any future
23
conduct that would violate any provision of the Act.
24
13. Under AS 45.55.920(c), Beans agrees to pay $100 to the division towards the
25
costs of its investigation. Of this amount, $50 is suspended until Beans becomes a
ALASKA ORDER #04-01 S
Page 2
1
respondent under a future order by this division.
2
14. Respondent Beans knowingly waives his right for an opportunity to a hearing with
3
respect to this consent agreement.
4
15. The division agrees that this consent agreement is a final settlement of Beans'
5
liability under the Act and its regulations for civil penalties relating to his proxy solicitations
6
as alleged in this consent agreement.
7
16. This consent agreement shall remain in full force and effect and binding until it is
8
vacated by further order of the administrator, or amended by mutual agreement of the
9
parties.
10
17.- This consent agreement is being executed in two original documents.
11
18. Issued at Juneau the
1
day of
August
2003.
12
08/01/03
/s/ Mark R. Davis
13
Date
Mark R. Davis
14
Administrator of Securities
15
16
07/25/03
/s/ Robert Beans Sr.
Date
Robert Beans, Sr.
17
18
19
Contact Person:
Eileen Buchanan
20
Securities Examiner
907/465-2521
21
22
23
24
25
ALASKA ORDER #04-01 S
Page 3
"
27,03-10-S, 06/27/03, Loan Originatortus Management, Final Order,"1
STATE OF ALASKA
DEPARTMENT OF COMMUNITY AND ECONOMIC DEVELOPMENT
2
DIVISION OF BANKING, SECURITIES, AND CORPORATIONS
P.O. BOX 110807
3
JUNEAU, ALASKA 99811-0807
4
In the Matter of:
)
5
Lotus Management
Global Strategies Ltd
)
6
Bud Riley
ALASKA ORDER # 03-10 S
Loren Poole
)
7
Cheryl A. Boos
)
8
Respondents
9
FINAL ORDER
10
FACTUAL ALLEGATIONS
11
1. The Division of Banking, Securities, and Corporations (division), is respons-
12
ible for administering the Alaska Securities Act (Act) at AS 45.55 and regulations adopted
13
under the Act at 3 AAC 08.
14
2. Lotus Management (Lotus) operates as a sole proprietorship and is reportedly
15
affiliated with Global Strategies Ltd. Lotus is purportedly an investment advisory service
16
with offices located at 1110 S. Alma School Road, Suite #5-240, Mesa, Arizona 85210 and
17
at 550 W. Baseline Road, Ste #102-240, Mesa, Arizona 85210. The telephone numbers
18
given for Lotus, 651-776-1847 and 651-776-1965, have the area code and prefix of being
19
located in St. Paul, Minnesota. Bud Riley (Riley) is listed as the main sales person and
20
Loren Poole (Poole) as his assistant.
21
3. In October 2001, the division received a complaint from Alaska resident DS.
22
The complaint prompted an investigation that raised issues of failure to register or exempt
23
the security, sales by an unregistered agent, failure to provide appropriate offering
24
materials, and other alleged defects.
25
ALASKA ORDER # 03-10 S
Page 1
IH
1
4. In February 2000, Riley contacted DS by telephone about investing in various
2
programs through Lotus. On March 1, 2000, DS invested $4,990 in a program offered by
3
Lotus that had a 3-month term and promised a profit of 33%. The total due to DS at the
4
end of the term of the program, principal and interest, was to be $6,636. DS sent his initial
5
investment via FedEx on March 1, 2000 in the form of a cashier's check to the address
6
located on Alma School Road in Mesa, AZ as instructed by Riley,
7
5. On June 1, 2000, at the end of the 90-day program, DS instead of with-
8
drawing any funds in the program, had them transferred into another project offered by
9
Lotus known as the ""Gilbralter"" [sic] Project. DS added an additional $3,364 to make his
10
total investment as of that date $10,000. The ""Gilbralter"" Project had a term of 12 months
11
with a profit of 80% ($8,000) that was to be paid every 4 months for a total profit of
12
$24,000. On June 1, 2000, DS sent this additional investment, also in the form of a
13
cashier's check via FedEx, to the address on Baseline Road in Mesa, AZ, as instructed by
14
Riley.
15
6. In June and July 2000, DS telephoned Riley and Poole and was advised that
16
more investors were needed for the project and they wanted DS to help them find more. In
17
September of 2000, DS telephoned Poole and requested that his investment be refunded.
18
Poole told DS that a 12-month contract had been signed and that DS would not be able to
19
get a refund until after June 6, 2001.
20
7. Since June 6, 2001, DS has attempted on several occasions to contact either
21
Riley or Poole but has had no success. DS left messages on the answering machine at the
22
provided telephone numbers, but none of the calls has been returned.
23
8. As of the date of this order, DS has not received any interest or return of
24
principal from the investment.
25
9. DS asserts that at no time were a complete set of offering materials proffered,
ALASKA ORDER # 03-10 S
Page 2
IH
1
either prior to or after the sale. Forms for the investments, however, were received.
2
10. As a result of the investigation, the division was able to determine that the
3
funds invested by DS were deposited into the bank account of Lotus Management in Mesa
4
Arizona, which is owned by and solely under the control of Cheryl A. Boos (Boos). The
5
account was opened on November 4, 1999 by Boos under the name of Cheryl A. Boos,
6
d/b/a Lotus Management. According to documentation filed with the Bank of America,
7
Boos had sole control over the dissemination of any and all funds deposited into that
8
account. The investigation further revealed the following addresses for Boos: 1) P.O. Box
9
40221, Mesa, AZ 85274; 2) 829 N. Poplar Court, Chandler, AZ 85226; and, 3) 900 W.
10
Grove Parkway, Tempe, AZ 85283.
11
11. During the investigation, the division attempted to contact Riley and Poole at
12
the telephone numbers that had been used by DS. Several messages were left on the
13
answering machine at those numbers and as of the date of this order no one has returned
14
those messages. The division also sent a letter to Lotus Management at its last known
15
address of 550 W. Baseline Road, Mesa, AZ. The letter was returned marked ""Return to
16
Sender Not at this Address.""
17
12. The Act at AS 45.55.030 requires persons transacting business in Alaska as
18
a broker-dealer or agent be registered or exempted from registration under the Act.
19
13. The division reviewed records maintained at the division and with the Central
20
Registration Depository (CRD) and did not find any Alaskan registration as a broker-dealer
21
or agent of the issuer for Riley, Poole, or Boos.
22
14. The division reviewed its files and did not find any Alaska registration or
23
exemption for the issuer's securities.
24
15. After numerous attempts, Respondent Cheryl Boos was served by certified
25
mail on May 30, 2003. To date, she has not responded in any way and has failed to
ALASKA ORDER # 03-10 S
Page 3
IH
1
request a hearing within the 15-day period as specified in AS 45.55.920(d), therefore this
2
final order is warranted.
3
FINDINGS
4
16. The definition of a security at AS 45.55.990(32) includes, among other
5
things, ""participation in any profit-sharing agreement; limited liability company interest
6
under AS 10.50,"" and an investment contract. The Alaskan investor made a capital
7
contribution to Lotus to participate in the programs/projects recommended by Riley and
8
Poole. The U.S. Supreme Court in Securities & Exchg. Comm'n V. W.J. Howey Co., 328
9
U.S. 293, 299, 66S.Ct. 1100, 1103 (1946), enunciated the definition of investment contract
10
as ""a contract, transaction, or scheme whereby a person invests money in a common
11
enterprise and is led to expect profit solely from the efforts of the promoter or a third party.'
""
12
The division finds that this case involved an investment contract.
13
17. The division finds that Riley, Poole, and Boos violated AS 45.55.030 by
14
transacting business in Alaska as broker-dealers or agents without registration.
15
18. The division finds that all of the Respondents violated AS 45.55.070 by
16
selling securities that were not registered, exempted, or federal covered securities.
17
19. The division finds that by holding themselves out as investment advisers, the
18 Respondents indicate they are familiar with securities laws and, therefore, they acted with
19
knowledge.
20
LAW
21
See Appendix ""A"" attached and incorporated by reference for a recitation of the
22
statutes and regulations cited in this Order.
23
ORDER AND NOTICE
24
20. Under AS 45.55.920(a)(1), the Administrator finds that the Respondents
25
engaged in violations of the Alaska Securities Act as specified above and further finds it is
ALASKA ORDER # 03-10 S
Page 4
IH
1
in the public interest to issue this Order.
2
21. Under AS 45.55.920(a)(1)(A), the Respondents are ordered to cease and
3
desist from the acts cited above and from any future acts that would violate the Alaska
4
Securities Act.
5
22. Under AS 45.55.920(b), each of the Respondents is liable to pay a fine of
6
$25,000.00 for multiple, knowing violations of AS 45.55.030.
7
23. Under AS 45.55.920(b), each of the Respondents is liable to pay a fine of
8
$25,000.00 for multiple, knowing violations of AS 45.55.070.
9
24. Under AS 45.55.920(d), this is the final order of the Administrator in
10
accordance with AS 45.55.920(d).
11
Issued at Juneau the 27 (day of June, 2003
12
/s/ Mark R. Davis
13
Mark R. Davis
14
Administrator of Securities
Contact Person:
15
Vincent L. Usera
Senior Securities Examiner
16
907-465-2521
17
18
19
20
21
22
23
24
25
ALASKA ORDER # 03-10 S
Page 5
IH
"
28,04-02-S, 05/23/03, Goldman Sachs & Co, Consent Order,"1
STATE OF ALASKA
2
DEPARTMENT OF COMMUNITY AND ECONOMIC DEVELOPMENT
DIVISION OF BANKING, SECURITIES, AND CORPORATIONS
3
P.O. BOX 110807
JUNEAU, ALASKA 99811-0807
4
)
IN THE MATTER OF:
Alaska Order 04-02 S
5
GOLDMAN, SACHS & CO.
85 Broad Street
)
6
New York, NY 10004
)
)
7
CRD # 361
)
CONSENT ORDER
)
8
Respondent
)
)
9
WHEREAS, Goldman, Sachs & Co. (""Goldman Sachs"") is a broker-dealer registered in the
10
State of Alaska; and
11
12
WHEREAS, coordinated investigations into Goldman Sachs's activities in connection with its
potential conflicts of interest by research analysts, the issuance of research that might have lacked
13
objectivity, and potentially improper sharing of research information with public companies and the
investment banking division of the firm during the period of approximately 1999 through 2001
14
(""Relevant Period"") have been conducted by a multi-state task force and a joint task force of the
U.S. Securities and Exchange Commission, the New York Stock Exchange, and the National
15
Association of Securities Dealers (collectively, the ""regulators""); and
16
WHEREAS, Goldman Sachs has cooperated with regulators conducting the investigations
17
by responding to inquiries, providing documentary evidence and other materials, and providing
regulators with access to facts relating to the investigations; and
18
WHEREAS, Goldman Sachs has advised regulators of its agreement to resolve the
19
investigations relating to its research practices; and
20
WHEREAS, Goldman Sachs agrees to implement certain changes with respect to its
21
research practices, and to make certain payments; and
22
WHEREAS, Goldman Sachs elects permanently to waive any right to a hearing and appeal
23
under the Alaska Securities Act (Act) (AS 145.55.935) with respect to this Administrative Consent
Order (the ""Order"");
24
NOW THEREFORE, the Alaska Securities Administrator, as administrator of the Act, hereby
25
enters this Order:
1
JURISDICTION/CONSENT
2
Goldman Sachs admits the jurisdiction of the division of banking, securities, and
corporations (division), neither admits nor denies the findings of fact and conclusions of law
3
contained in this Order, and consents to the entry of this Order by the division.
4
FINDINGS OF FACT
5
1.
As set forth in greater detail herein, in general, during the Relevant Period, certain of the
procedures and processes in place to insulate Goldman Sachs's equity research analysts
6
(hereafter ""analysts"" or ""research analysts"") from pressures and influences from covered
companies or investment banking were not sufficient. Also, in general, during the Relevant
Period, in some respects Goldman Sachs failed to exercise reasonable supervision so as to
7
ensure that, in the context of the procedures and processes in place, its research analysts
were sufficiently insulated from pressures and influences from covered companies or
8
investment banking.
9
2.
Goldman Sachs is a leading global investment banking and securities firm that, among other
things, offers underwriting services to companies seeking to sell their securities to the public
10
In addition to its prominent investment banking operations, Goldman Sachs also offers
extensive services to its institutional investor clients and its private wealth management
11
clients (principally high net worth individuals), has an active securities sales and trading
business, and maintains a separate division to perform research on equity securities.
12
3.
For the companies for which Goldman Sachs provides equity research coverage, Goldman
13
Sachs analysts issue periodic reports and make investment recommendations. During the
Relevant Period, Goldman Sachs's equity research ratings included four investment ratings:
14
Recommended List - expected to provide price gains of at least 10 percentage
points greater than the market over the next 6-18 months;
15
Market Outperformer - expected to provide price gains of at least 5-10 percentage
16
points greater than the market over the next 6-18 months;
17
Market Performer - expected to provide price gains similar to the market over the
next 6-18 months; and
18
Market Underperformer - expected to provide price gains of at least 5 percentage
19
points less than the market over the next 6-18 months.
20
In addition, Goldman Sachs had one shorter-term rating:
21
Trading Buy - expected to provide price gains of at least 20 percentage points
sometime in the next 6-9 months.
22
4.
In addition to ratings, the research reports generally contained Goldman Sachs's analysis of
23
the covered company's financial prospects.
24
A.
INVESTMENT BANKING DIVISION'S RELATIONSHIP TO AND INFLUENCE ON
25
RESEARCH DIVISION.
1
Portrayal of Research
2
5.
Goldman Sachs held itself out as generating and providing research reports that were the
3
product of objective research and the opinions of the firm's research division. During the
Relevant Period, Goldman Sachs disclosed various conflicts of interest-related disclaimers
4
in its research reports, including investment banking relationships with covered companies.
6.
The research reports and ratings of companies covered by Goldman Sachs analysts as well
5
as Goldman Sachs's list of recommended stocks were made available to Goldman Sachs's
institutional investor clients and its private wealth management clients, principally high-net
6
worth individuals. On occasion, the substance of Goldman Sachs's research reports, in
whole or in part also was reported in the U.S. financial news media.
7
8
7.
Goldman Sachs's equity research included formal, so-called ""blue-stripe"" reports, notes, and
comments.
9
8.
Goldman Sachs's research or the content of its research was disseminated by various
10
means, including: by mail, via facsimile, distributions at client meetings, via e-mail, via
Goldman Sachs's research Website for clients, telephone conversations by analysts and
11
salespersons, and as part of analysts' appearances on television, at seminars, and at
industry conferences.
12
9.
The 2002 mission statement by Goldman Sachs's U.S. research department was: ""Regain
13
our pre-eminent status through independent, high-quality, differentiated product and
service.""
14
Research analyst assistance to investment banking.
15
10.
During the Relevant Period, research coverage by analysts (including at Goldman Sachs)
was a factor many issuers took into account in awarding investment banking business. The
16
reputation of Goldman Sachs's analysts was sometimes a factor in winning investment
banking business from certain issuers. Goldman Sachs's use of its research analysts for
17
investment banking business went beyond simply relying on the reputation of its analysts;
Goldman Sachs's research analysts assisted in evaluating and marketing certain investment
18
banking business.
19
11.
Frank Governali, co-head of Goldman Sachs's research for the telecommunications sector,
joined Goldman Sachs in mid-1999. In January 2000, he e-mailed a former colleague at
20
another investment bank: ""It's been a good first 6 months, and its [sic] been very busy.
There has not been a day when we're not involved with some deal, so I'm learning a lot
21
more about that side of the business than I experienced at [the other investment bank].""
22
""Research alignment"" process
23
12.
In connection with making coverage decisions in the context of limited resources, Goldman
Sachs implemented a Research Alignment process whereby the Investment Banking
24
Division, the Equities Division, and the Research Division ""work collaboratively to insure a
strategic alignment of [Goldman Sachs's] business - that the biggest opportunities for
investment banking and equities were being covered, that [Goldman Sachs] had the right
25
Research resources in the right places, and that [Goldman Sachs's] Research reputation for
independent and thoughtful analysis was sustained if not enhanced."" In the context of
1
Investment Banking, Research Alignment ""insur(es] that companies of strategic and/or
commercial importance to both IBD and Research are covered by an analyst and a banking
2
team.
[I]deal candidates for coverage are those that are franchise defining, and/or those
that offer a meaningful opportunity for significant revenue in the relatively near term.""
3
13.
Sector captains were appointed within investment banking to ""coordinate all banker requests
4
for Research coverage; work with IBD teams and ECM [Equity Capital Markets] to establish
priority rankings within the sector and reach consensus with Research counterparts.""
5
14.
A January 2001 research retreat reminded analysts that investment banking sector captains
were to ""[w]ork directly with Research counterparts to agree on names and timing"" of
6
companies to be covered and to ""[d]etermine IBD priority ranking of each company needing
Research, including rationale and timing.""
7
15.
Representatives of investment banking and research met periodically to review companies
8
that were candidates for research coverage. In May 2000, the heads of research reported:
""Of the 63 companies highlighted which offered equity opportunities over the next 12 months
9
or which were SuperLeague targets, 40 are now considered no longer active, 9 have been
picked up by Research, and 14 still need coverage, based on recent banker input
10
16.
The Research Alignment process was designed to ensure that the various interested areas
11
of the firm (including Investment Banking and Equities) had effective input into which issuers
to cover and when to initiate coverage. Goldman Sachs states that the research alignment
did not dictate the substance of research.
12
Goldman Sachs's compensation structure and employee performance review system
13
17.
As with all professional employees of the firm, analyst compensation consisted of a salary
14
and a discretionary bonus. Analyst compensation at Goldman Sachs was based on many
factors, including, among other things, the level of compensation that analysts could
15
command in the market for their particular industry or sector specialty - which might be
impacted by the level of investment banking activity in that sector - whether an analyst was
16
ranked in broker polls, Greenwich Survey, Institutional Investor, and performance reviews -
which, as discussed below, often made reference to contributions to investment banking.
17
Analysts received no formulaic or other compensation with respect to specific investment
banking projects. Comments in some employee evaluations indicated that some analysts
18
were involved in many aspects of investment banking-related activities and reflected certain
employees' beliefs that participating or assisting in investment banking activities was a
19
factor in measuring the analyst's performance.
20
18.
Goldman Sachs introduced a new program in June 2000 to strengthen ""firmwide marketing .
including how we leverage our brand, advertise, and in particular, cross-sell
21
Strengthening cross-selling efforts was defined as a ""top strategic priority for 2000."" A
$50,000 award was created to recognize individuals across all divisions of the firm who
""cross-sell or help deliver a significant mandate to another business unit or division.""
22
19.
Goldman Sachs explored and took steps toward the development of a potential ""Analyst
23
Scorecard"" in 2001, to measure the success of analysts' work, including ""client contact and
revenue generation,"" and ""the analyst's involvement with IBD transactions, and associated
24
fees [to be earned by Goldman Sachs)."" In connection with this process, Goldman Sachs
created spreadsheets, for each analyst, listing the number of investment transactions in
25
which the analyst was involved and the total value of investment banking fees involved in
those transactions. Goldman Sachs determined not to implement the Analyst Scorecard.
Had Goldman Sachs decided to implement the Analyst Scorecard, the investment banking
1
deals with the largest estimated revenues to Goldman Sachs would have resulted in higher
scores on the Analyst Scorecard.
2
20.
In February 2002, Goldman Sachs introduced its Research Pentathlon. There were five
3
areas being measured: polls, stock picking, commercial, reviews, and culture. As part of the
commercial measurement: ""analysts [were] measured according to their banking and trading
4
activity."" Each analyst was required to identify those ""announced or closed banking
transactions in your sector that took place"" during the prior period. For example, in a
February 15, 2002 e-mail, an analyst was told to indicate whether he had ""Introduced Senior
5
Management to GS Banking, ""Attended Pitch,"" or ""Led Sales Call,"" and to ""rate the scale of
your overall involvement"" ranging from minimal to critical.
6
21.
All Goldman Sachs employees, including analysts, were evaluated as part of the firmwide
7
""360 degree"" review process. During the Relevant Period, analysts, like all other employees
at the firm, were evaluated not only by supervisors, peers, and subordinates in the research
8
division, but also by employees in other divisions and departments of the firm with whom the
analyst had worked, including to varying extents investment banking and equity sales and
9
trading. The evaluations that employees submitted during the 360 degree review process
generally were anonymous. In most cases, even the analyst's supervisor who orally
10
delivered the year-end review to the analyst did not know the identities of the employees
who made comments about the analyst. The specific comments in the 360 degree reviews
11
were not shown to analysts but certain comments may have been discussed or described in
some cases. Rather, after reading all of the 360 degree reviews, reviewing other indicators
12
of performance and taking into account his or her own assessment of the analyst's
performance, the analyst's supervisor would provide an overall assessment of the analyst's
13
performance.
Comments about analysts in the 360 degree review
14
22.
Some employee evaluations referred to investment banking revenues on transactions in
15
which the analyst had a role and to the fact that analysts might be involved in many aspects
of investment banking.
16
a.
For example, one employee commented that an analyst was: ""Very hard working,
17
focused and eager to do a good job and win business."" He said the analyst was
""Becoming much more proactive about sharing info with banking. A good team
18
player and very cooperative. Well focused on banking issues and GS [Goldman
Sachs] business overall."" Another evaluation of the same analyst commented that:
19
""He is a great help to the Banking franchise. Always willing to impart his expertise
and seems happy to take the time to explain complex strategic and positioning
20
issues."" A different evaluation of this analyst stated: ""[Analyst] takes a high level of
pride in his analysis and work, and has put out a number of carefully researched and
21
well-written pieces which are definitely value-added to clients.""
b.
An evaluation of another analyst stated: ""She did a super job with the IB client as
22
well as investors on the Coinstar CSO.
She became more comfortable over time
that IB fee-paying potential should be a consideration in her list [of companies to
23
cover]. Though [analyst] worked closely with IB putting her initial list together,
[analyst] is fairly (sometimes fiercely) independent. I strongly suggest that she use
24
the resources that IB offers as she works evaluating companies (e.g. when changing
her [financial] model, please inform/consult the IB team).""
25
1
c.
A comment about one analyst stated: ""Hard to say how much of poor investment
decisions have been because banking drove the outcome."" Another comment about
2
the same analyst said: ""[Analyst] has a very high integrity in her work.""
3
d.
An evaluation of Frank Governali stated: ""Frank is swamped and needs help. The
demands placed upon him by his banking duties threatens the very franchise that
has allowed him to become such a powerful banking asset. Frank is a very good
4
analyst who is thoughtful, user friendly, creative and totally inaccessible."" Another
evaluation of Governali stated ""his overall integrity is a strong feature.""
5
e.
An evaluation of another analyst stated: ""There are still times when [analyst] does
6
not think commercially about a client. There have been times when [analyst] is going
to see an important CEO target and no one from banking is even aware that he has
7
the meeting."" Another comment about the same analyst said: ""His analysis is
considered very objective and is widely used by clients.""
8
Performance evaluations influenced compensation
9
23.
Training for new analysts taught that their performance evaluation criteria included
10
""Revenue production
[and] 360° feedback from IBD bankers.""
11
Analyst business plans
12
24.
During the Relevant Period, analysts were required to develop business plans that
discussed a broad range of areas such as what the analyst's plans were for Global
Research with respect to both products and services, what major investment themes the
13
analyst would develop relating to his or her coverage universe, and what investor
conferences the analyst had planned. One of the many such categories covered by the
14
business plans was how the analyst planned to assist the investment banking efforts of the
firm. As noted below, the business plans included questions that implied that the research
15
analysts' contribution to the firm's investment banking business plan was part of their job.
Business plan forms asked analysts to explain, among other things:
16
a.
""How much of your time will be devoted to IBD?""
17
b.
""Are you using/managing IBD effectively? How can you work more effectively with
18
IBD to exploit the opportunities available to the firm? What specific opportunities do
you see? Do you have alignment - do you have counterparts in IBD you work with to
19
approach business in an integrated fashion? How can IBD help you in conferences,
client meetings, etc?""
20
c.
""What stocks do you plan to add at current team size?
Have you discussed this
21
coverage with relevant IBD, Equities and other users?""
d.
""With which corporates do you have a better relationship with senior management
22
than IBD does? How will you use that to enhance GS business opportunities?""
23
25.
Analyst responses included:
24
a.
In response to the question: ""What are the three most important goals for you in
2000?"" one analyst replied: ""1. Get more investment banking revenue. 2. Get more
25
investment banking revenue. 3. Get more investment banking revenue.""
b.
Another analyst commented: ""My two most important company specific research
1
reports in 2000 will likely be the initiation of coverage reports of the two Latin
American e-Finance companies that we may IPO this year."" [An IPO is an initial
2
public offering.]
3
c.
An analyst expressed the view that ""flexible/opportunistic research can be a big
business driver for GS."" In discussing ""Lessons Learned,"" the analyst also stated
4
that: ""Reputational issues surrounding this business demand that we properly
manage it"" including ""Independence of Research.""
5
d.
In response to the question of which firms present the toughest competition to an
analyst and what the competition does better, one analyst remarked about the firm
6
Sanford Bernstein: ""Bernstein also gives us a run because they have equivalent
manpower to what we have, but they cover only about half as many stocks and
7
don[']t have any banking business. We just have an incredibly difficult time beating
the thought leadership these guys are able to put back on the table as a result of that
8
focus.""
9
Analysts' assistance to investment banking.
10
26.
An August 2001 presentation to managers of the research division on Research Alignment
states: ""The individual company coverage provided by Global Investment Research helps
11
